"pIC50","MDEC.23","MLogP","nC","LipoaffinityIndex","VP.5","ATSp4","ATSp5","VP.4","C1SP2","ATSp2","ATSp1","VP.3","ATSp3","maxsOH","VP.2","VP.6","BCUTp.1h","AMR","apol","VP.1"
6.658,20.34652211,3.11,19,7.395081999,3.732504105,3991.117772,3654.169017,4.66188875,0,2421.62225,1944.684253,5.749454376,3775.639544,0,6.990590478,2.506151088,12.99029002,91.1835,52.878239,8.797555249
5.323,20.34652211,3.11,19,7.395081999,3.732504105,3991.117772,3654.169017,4.66188875,0,2421.62225,1944.684253,5.749454376,3775.639544,0,6.990590478,2.506151088,12.99029002,91.1835,52.878239,8.797555249
5.223,17.88054273,3,18,6.932291097,3.463553171,3704.288831,3269.936535,4.44166354,0,2287.643627,1835.322396,5.550794274,3578.080113,0,6.783483697,2.350835011,12.83310153,86.3351,49.784653,8.236895077
5.481,16.89072636,2.67,16,5.563586908,3.56051091,3926.253194,3392.145145,4.910971234,0,2415.828117,1930.33487,5.780244142,3797.087873,0,6.911910812,2.52114943,13.15013559,86.6757,45.980688,8.218875583
6.463,21.04293702,3.11,19,7.318091169,3.648950149,4025.240034,3723.547629,4.765751003,0,2434.528062,1953.468902,5.615570899,3798.200409,0,7.033483697,2.543064469,12.91169852,91.5971,52.878239,8.797555249
6.213,19.36686887,3,18,6.752160424,3.49322741,3854.845924,3478.879219,4.625277098,0,2335.625797,1867.295542,5.46912429,3664.976146,0,6.637037087,2.35288744,12.83310329,88.2719,49.784653,8.297555249
5.21,16.89072636,2.89,17,6.28960868,3.224276475,3570.904286,3099.777867,4.405051887,0,2202.56935,1758.586873,5.270464188,3469.049589,0,6.429930306,2.202933015,12.67591441,83.4235,46.691067,7.736895077
5.287,15.48054534,2.56,15,4.949616545,3.37630126,3720.665214,3072.533749,4.572582887,0,2304.317133,1835.817278,5.728467447,3637.690175,0,6.515464203,2.248195288,12.99285633,83.3505,42.887102,7.718875583
7.092,27.58042732,3.22,21,6.846343795,3.685470797,4706.306484,4373.416886,4.737668632,0,2813.512959,2234.668796,6.110247955,4422.357866,9.638036865,7.330357721,2.47383677,13.02915401,105.9374,54.533067,9.03186908
5.948,20.70182385,3.11,19,7.317639249,3.531532671,3940.417735,3554.597128,4.530916046,0,2403.933152,1933.060278,5.84412429,3738.490795,0,6.990590478,2.471720496,12.63666387,91.1835,52.878239,8.797555249
6.453,19.59099832,3,18,6.703133558,3.43220262,3821.580143,3405.298701,4.427362655,0,2324.10509,1859.772608,5.563794204,3640.690637,0,6.637037087,2.361607891,12.59733605,88.2719,49.784653,8.297555249
6.189,17.95560151,2.89,17,6.137441971,3.27647988,3653.915505,3165.916016,4.28688875,0,2226.116845,1774.248359,5.417347595,3509.086061,0,6.240590478,2.176792514,12.51873258,84.9467,46.691067,7.797555249
5.879,17.95560151,2.89,17,6.137441971,3.27647988,3653.915505,3165.916016,4.28688875,0,2226.116845,1774.248359,5.417347595,3509.086061,0,6.240590478,2.176792514,12.51873258,84.9467,46.691067,7.797555249
5.721,15.48054534,2.78,16,5.675258708,3.015111468,3375.447592,2797.274813,4.06666354,0,2094.806655,1666.75996,5.218687493,3316.266128,0,6.033483697,1.990226437,12.36154098,80.0983,43.597481,7.236895077
6.298,29.10165355,3.33,22,5.579669405,2.44595416,3368.06952,3038.921458,3.371901434,0,2205.478003,1844.847309,4.738255985,3162.710795,10.40379283,6.585196956,1.434792465,10.76012977,111.6444,54.732274,8.631755618
7.097,20.54056088,3,19,4.541205504,2.200318007,2929.898075,2662.018766,3.00659262,0,1901.823051,1597.869513,4.126902918,2740.518769,10.19136086,6.520792696,1.28770897,10.51030101,96.3301,50.78586,7.930467453
6.854,22.77940169,3.11,20,5.117338467,2.257445309,2994.043093,2704.260068,3.075691736,0,1961.483471,1657.598545,4.486218319,2799.204372,10.25536691,6.855343686,1.456583938,10.51030141,100.8927,53.879446,8.430467453
6.407,25.28912523,3.33,22,6.330012182,2.515284588,3094.971938,2808.051481,3.54800912,0,2052.362342,1755.953457,5.044860568,2861.500054,10.34517676,7.087035263,1.590910595,10.5004761,102.6298,60.066618,9.574625406
6.417,23.85374035,3.11,20,5.077485681,2.250119545,2958.206777,2659.704713,3.19445573,0,1928.745236,1634.330416,4.544860568,2732.277137,10.2418087,6.379928482,1.440022248,10.47099952,96.8066,53.879446,8.574625406
6.81,21.3003797,2.89,18,3.935549863,2.070882992,2772.962972,2439.681779,2.892679034,0,1788.17684,1501.035509,4.014530482,2571.770728,10.07358308,5.672821701,1.231725637,10.35310458,90.9834,47.692274,7.574625406
5.28,16.42638623,2.67,16,3.063130746,1.781262577,2411.365094,1965.471876,2.476085813,0,1590.36456,1329.457683,3.656057376,2305.17951,9.831367473,5.06926831,1.006454649,9.884218575,82.8098,41.505102,6.513965234
4.123,18.27673077,2.56,15,2.626881449,1.569616507,2069.065891,1675.642373,2.300064557,0,1437.262893,1208.010689,3.249848156,2050.105883,9.706923028,4.663357648,0.91536554,9.726643314,78.5278,38.411516,6.091315503
7.244,22.77940169,3.11,20,4.644560733,2.108541931,3018.500798,2725.891241,2.904530547,0,1977.118383,1672.624595,4.228964991,2822.185983,10.22610765,6.408420261,1.328150664,10.55401199,102.165,52.54586,8.06444205
7.229,17.84439399,2.78,18,9.837166897,1.925289588,2963.42723,2817.810911,2.832899169,1,1918.253461,1584.965684,3.842514832,2843.378671,9.550270282,5.51811521,1.152869327,11.00655444,94.2616,46.354895,7.302542257
7.745,22.67129034,3,18,8.65451077,2.070153228,2655.51165,2541.539228,3.396461239,0,1882.405082,1548.961444,4.490051526,2760.01118,9.453168116,5.914333864,1.322129491,10.73118253,85.0778,46.574481,7.699882241
7.745,22.67129034,3,18,8.753096368,2.270676332,2968.318789,2839.531696,3.657592018,0,2078.441364,1711.199761,4.795046227,3053.811277,9.519711326,6.32153399,1.481103539,11.50103707,89.6662,48.197481,8.077846714
7.432,23.64603628,3.11,19,9.420018234,2.883048767,3232.637521,2990.390382,3.834368714,0,2179.331195,1804.217569,5.045046227,3175.437702,9.550961326,6.675087381,1.572390632,11.59172511,92.5778,51.291067,8.577846714
7.284,17.9267444,2.78,16,7.84914942,1.844307264,2516.537564,2215.698873,2.671573846,0,1747.331895,1464.38008,3.60187754,2517.973328,9.431331398,5.161825972,1.137066655,11.0778528,88.1444,43.343895,7.026485791
7.398,17.9267444,3,17,8.349960451,1.813527612,2435.115902,2151.928514,2.623378806,0,1687.704531,1416.716883,3.547855554,2434.147912,9.424788188,5.089700916,1.110066394,10.73094363,87.7102,44.924274,6.959539081
7.602,18.76255972,2.89,17,8.498120614,1.946683765,2618.385071,2341.68101,2.767651949,0,1821.411936,1533.503074,3.889938016,2605.896196,9.463241407,5.515379362,1.191175988,11.15644532,91.056,46.437481,7.526485791
6.387,17.9267444,2.56,15,5.895787705,1.754864545,2452.206719,2135.3019,2.554491806,0,1704.938892,1422.354347,3.478270742,2464.112372,9.398273547,4.88543277,1.023255042,10.97948082,86.6109,41.052309,6.635606776
6.708,24.19465696,3.11,21,10.89762491,2.254764756,3216.264037,3068.65233,3.169311508,0,2165.503926,1792.26876,4.391276887,3159.64383,9.493316791,6.238228063,1.27841249,10.97784754,109.5681,51.634895,8.333616003
6.979,24.19465696,3.22,20,9.59802376,2.186033491,3107.606133,2825.243426,3.168735906,0,2165.302614,1808.252098,4.341633811,3112.477023,9.541946777,6.081931617,1.278689666,11.39533489,109.0698,50.383895,8.083616003
7.509,25.44831069,2.78,19,7.22936563,2.003643995,3248.775763,3027.279041,2.854248461,0,2117.468363,1730.639088,4.037426221,3151.695059,10.1446585,5.759047701,1.150683546,10.90839841,103.6558,47.161516,7.633706875
7.824,25.44831069,2.78,19,6.729774738,2.42286534,3758.253965,3519.439738,3.218194727,0,2455.400905,2020.052035,4.592135852,3634.462903,10.29335382,6.602683608,1.328564451,11.49955894,112.8326,50.407516,8.389635821
7.301,25.39110951,2.89,19,6.668712836,2.08842227,3328.998617,3096.694328,3.0117001,0,2229.795672,1840.547535,4.18892567,3274.210907,10.23068473,6.079621086,1.23195945,11.01064163,108.1164,48.894309,7.906022444
7.409,25.39110951,2.89,19,6.882700439,1.969463683,3137.477936,2907.748751,2.827171721,0,2085.702815,1713.350192,3.953828567,3079.765489,10.16414152,5.643185306,1.136502847,10.91411019,103.528,47.271309,7.528057971
7.398,25.70529423,3.11,20,7.177683132,2.08289607,3242.244179,2965.913114,2.905267608,0,2168.822821,1791.484659,4.179599226,3192.746192,10.21641748,5.998863361,1.216900232,10.93678871,107.6822,50.474688,7.839075735
6.354,24.18305088,3,19,6.717926883,2.718013504,3123.810745,2885.083039,3.648480664,0,2099.878447,1734.075859,4.847996249,3075.961132,10.2197997,6.487914249,1.464876421,10.93493979,91.0726,51.38186,8.368797203
6.951,19.3541185,2.78,17,5.934772343,1.821144878,2538.449717,2280.887545,2.559840121,0,1751.927512,1470.045677,3.695132313,2525.435727,10.08553028,5.328206231,1.103932114,10.71728475,89.5508,46.528274,7.317436279
7.208,18.50062763,2.67,16,5.3365957,1.721301324,2440.980444,2161.87759,2.463762017,0,1679.48589,1402.143347,3.407071837,2440.256446,10.03935744,4.97465284,1.025142209,10.67798723,86.6392,43.434688,6.817436279
6.516,17.28349169,2.56,15,4.786658892,1.609875571,2310.992827,1975.699407,2.322561909,0,1594.974389,1326.298662,3.271196879,2331.739862,9.982162226,4.567273808,0.937336258,10.59939282,83.1072,40.341102,6.317436279
6.206,15.50878416,2.45,14,4.333725442,1.485699204,2102.485294,1719.851324,2.164982099,0,1488.376078,1236.159263,3.071509771,2180.405853,9.909458144,4.375117601,0.792669647,10.4422051,78.8134,37.247516,5.741315328
7.449,32.36903621,3.88,29,12.86965471,4.137146032,4564.031187,4171.479123,5.744440874,0,3288.071401,2796.430501,7.739227762,4580.918661,10.08550636,10.3882745,2.430694411,13.09844304,158.1708,81.396583,13.83418794
6.177,33.02426319,3.77,29,11.33317387,4.081564151,4646.418346,4265.944819,5.685059436,1,3335.25087,2829.244557,7.774496562,4668.235092,10.0784318,10.3436193,2.389231186,13.10347442,157.4499,80.864997,13.78831208
7.714,30.02227986,3.77,27,10.98870632,3.845112605,4199.412039,3751.209583,5.35340721,0,3038.810644,2563.878851,7.152413685,4282.901662,9.991485914,9.439209298,2.246467846,13.02421593,144.0529,73.696204,12.21752595
7.569,30.02227986,3.66,28,10.8291472,4.036612112,4931.830667,4448.863492,5.729739794,0,3513.002278,2971.401078,7.805787791,5024.317364,10.03575436,10.61673365,2.452982086,13.23141996,154.1691,79.526997,13.3465237
7.963,28.89980762,3.88,27,11.75594488,3.796905896,4028.186674,3616.566315,5.308440484,0,2937.15844,2479.895667,7.015519151,4119.237696,9.971623655,9.183226234,2.162294542,12.95609084,140.5031,71.929411,12.01816722
7.569,30.02227986,3.77,27,11.93964607,4.094090181,4365.498463,3901.550011,5.584509001,0,3178.611642,2690.18451,7.614617266,4462.762335,10.01574364,10.23976938,2.522797591,13.1506535,148.0373,74.312618,12.91083133
7.764,30.02227986,3.77,27,11.88436751,3.809311215,4094.611431,3657.080018,5.320176244,0,2960.706032,2493.011186,7.085951753,4175.010516,9.958428062,9.324093855,2.206733389,12.96262793,140.6309,71.819618,12.11783306
8.108,30.02227986,3.77,27,10.512607,3.821745475,4144.049189,3701.684287,5.331717765,0,2996.860494,2525.497385,7.109034794,4225.481186,9.974956988,9.364074855,2.220533651,12.99760697,142.1086,72.731411,12.15245762
7.668,30.02227986,3.88,28,11.79384815,3.88279031,4284.967465,3843.060013,5.461306311,0,3072.283527,2592.54965,7.331748619,4328.676768,10.02339592,9.545702371,2.286072879,13.02479419,147.1466,75.824997,12.54122325
7.444,15.63074184,2.34,14,2.959500574,1.687021546,2601.068563,2160.846735,2.756819846,2,1756.211199,1448.43277,3.658773816,2600.845768,9.596792643,5.16660346,1.005512132,11.13440302,81.9273,37.332344,6.484330529
6.096,16.31041149,2.56,15,3.707655607,1.518113716,2337.542981,1919.006622,2.338132373,2,1584.494945,1306.758225,3.29142838,2347.452942,9.433142952,4.646391622,0.819137225,10.52801743,78.6751,38.042723,6.002350023
5.578,23.74346223,2.89,18,4.908033378,2.019717988,3148.819278,2686.680545,2.909852468,2,2017.754957,1638.829148,3.989095753,3031.055949,9.958784329,5.324999989,1.127614688,11.14516227,92.5901,43.322723,7.002350023
6.096,23.74346223,2.89,18,4.908033378,2.013086253,3138.572406,2686.352344,2.919388811,2,2017.006101,1638.368314,3.987101398,3025.604975,9.958784329,5.324999989,1.119196833,11.14516224,92.5901,43.322723,7.002350023
5.607,16.31041149,2.56,16,4.390768193,1.624221219,2562.571907,2193.465039,2.417256211,2,1684.514217,1392.276169,3.497941612,2485.175362,9.503063368,4.713381351,0.903329462,10.52775237,86.0746,41.938309,6.503488096
5.481,16.79596521,2.56,15,4.322363179,1.444766499,2161.657557,1729.713124,2.194605623,2,1503.738597,1249.289847,3.200771156,2194.046503,9.426990837,4.373627347,0.785843644,10.25293466,79.4311,38.042723,5.974448994
5.569,15.23461202,2.56,14,4.181884003,1.350983748,1930.664554,1535.597601,2.040378781,2,1376.046981,1141.84654,2.884541688,2000.166604,9.375218569,4.011151211,0.683994965,10.18423064,72.7876,34.147137,5.451392956
5.538,16.35169176,2.45,14,3.223784744,1.375608731,2047.81823,1656.127432,2.095429411,2,1439.05506,1189.511374,2.958085577,2108.48388,9.417731377,4.195454155,0.72356521,10.24304354,74.3931,34.949137,5.585683356
7.076,16.79596521,2.45,14,3.229720792,1.383378858,2033.163703,1606.373444,2.065017077,2,1432.114255,1184.997534,2.978057331,2097.891796,9.378551902,4.191999831,0.721199945,10.21363723,74.3931,34.949137,5.585683356
7.022,23.58521548,3,17,7.430067544,1.705690723,2432.724542,2027.227015,2.38987461,1,1655.263323,1394.490823,3.332928241,2331.758863,9.385759049,4.539377574,0.937734576,11.00296606,87.8826,41.292309,6.279881899
6.526,18.50480763,2.67,16,7.400908744,1.756448136,2644.012057,2254.850757,2.580736571,1,1744.810541,1439.091629,3.536621094,2578.55763,9.324139267,4.731928584,0.954390219,11.34563507,87.9657,41.189309,6.395667593
6.569,18.45664797,2.78,16,7.033025923,1.749188812,2550.498421,2173.788517,2.547540377,1,1717.303227,1423.961501,3.455065874,2516.965927,9.41210223,4.612611864,0.925855231,11.35700989,87.8379,41.299102,6.29001869
5.72,18.01953994,2.67,15,6.476050955,1.514945323,2101.421717,1758.461477,2.197921459,2,1527.019569,1277.607648,3.067476318,2185.314492,9.342799509,4.232559871,0.828334666,10.72826619,82.0194,38.205516,5.863285916
5.876,19.9088297,2.67,15,5.714756702,1.401982684,1995.061798,1693.721868,2.126826233,2,1446.350821,1214.62625,3.025543236,2049.445235,9.322321549,4.157193632,0.789731478,10.42446614,78.9726,37.240723,5.764366503
6.81,20.07239374,2.67,15,5.742331186,1.413180567,2005.31901,1701.312117,2.140065578,2,1450.724675,1217.814713,3.022273216,2056.862871,9.327240531,4.157193632,0.794139928,10.61433952,78.9726,37.240723,5.764366503
7.432,19.9088297,2.67,15,5.842197425,2.027738819,2478.452994,2126.671967,3.092752059,2,1817.342091,1518.528048,3.973237429,2590.451507,9.366881735,5.07330971,1.25407677,12.55196425,85.147,39.338723,6.644019314
7.699,20.07239374,2.67,15,5.838524255,1.984868539,2452.43292,2111.780747,3.04206619,2,1806.123069,1510.453126,3.985756466,2571.358044,9.362448578,5.07330971,1.23719934,12.26295155,85.147,39.338723,6.644019314
6.83,23.90473529,2.89,17,7.754869015,1.719107459,2525.588597,2106.738752,2.423318948,1,1682.666745,1409.570977,3.413304789,2393.115477,9.297796086,4.658694293,0.959299142,11.10477101,88.0104,41.182516,6.385530802
4.493,19.3156472,2.56,16,5.196333056,2.441734092,3195.892989,2827.396337,3.113370915,0,2130.078111,1788.342941,4.240991098,3137.151476,9.652394357,6.075500112,1.484672083,12.72315518,91.118,46.703481,7.390542472
5.607,22.07155635,3.11,18,7.860820529,2.421685161,2558.531889,2169.102743,3.165018274,0,1759.377975,1493.034069,4.174672795,2474.442494,9.733250156,5.751610617,1.525277744,10.86436105,90.7002,48.386653,7.528508889
5.851,20.95271773,3,17,7.247675732,2.298700791,2417.868921,1970.044108,2.982805956,0,1670.797107,1413.731644,4.062869396,2361.464228,9.660546075,5.344231585,1.377074512,10.78518439,87.1682,45.293067,7.028508889
5.53,19.3156472,2.89,16,6.700441671,2.089109771,2191.325197,1698.546041,2.808879793,0,1556.993495,1317.514953,3.805182265,2202.661108,9.565024533,5.186117702,1.217594183,10.62703337,82.8744,42.199481,6.452387938
5.614,41.89595726,4.43,34,15.34411586,4.517992151,6494.980476,6578.576068,6.145787413,1,3854.380146,3177.981265,8.30570281,5661.478452,0,10.74718855,2.684215953,13.98551452,162.7227,85.985583,13.65439422
5.959,26.03192625,3.33,22,8.211749371,2.436986813,3603.751808,3268.798958,3.363437908,1,2330.198731,1951.688508,4.737488215,3328.880569,9.918246867,6.442396554,1.410138931,11.67502826,115.415,56.66186,8.745108235
7.252,29.30290938,3.55,25,8.594265316,2.672242102,3930.895153,3587.550478,3.603224974,2,2559.872973,2156.288226,5.227045045,3650.742357,9.81209356,7.370020619,1.473476885,12.37509873,128.6977,64.446239,9.83017316
7.276,28.92318384,3.33,24,8.214635691,2.510303148,3883.448236,3563.647699,3.528789917,2,2488.159837,2085.436124,5.053116321,3563.225935,9.789762437,6.975831611,1.403121697,12.37351505,124.5435,61.24286,9.52513846
7.959,28.91491398,3.99,26,12.26418723,2.643297799,3232.714933,2994.414573,3.821317224,1,2404.951645,2064.050469,5.329665491,3298.88076,0,7.559774439,1.469855469,11.34903319,129.3253,66.098618,10.18777549
9,30.50441758,3.88,26,11.11683768,2.689834402,3324.360189,3049.95029,3.839254583,1,2458.294213,2105.520007,5.423181134,3390.026577,9.395845081,7.740623059,1.511005191,11.3494929,130.9308,66.900618,10.32206589
7.432,30.50441758,3.88,26,11.11683768,2.689834402,3324.360189,3049.95029,3.839254583,1,2458.294213,2105.520007,5.423181134,3390.026577,9.395845081,7.740623059,1.511005191,11.3494929,130.9308,66.900618,10.32206589
9,30.50441758,3.88,26,11.11683768,2.689834402,3324.360189,3049.95029,3.839254583,1,2458.294213,2105.520007,5.423181134,3390.026577,9.395845081,7.740623059,1.511005191,11.3494929,130.9308,66.900618,10.32206589
6.423,37.3149077,4.43,33,14.37557465,3.859936385,4307.975083,4021.102376,5.431407011,1,3169.142508,2727.070861,7.612076388,4335.278566,9.499838027,10.65319204,2.096002247,11.57402359,162.3592,89.790927,14.17423207
5.945,38.21231786,4.43,33,14.25817591,3.901505137,4501.654417,4334.404657,5.502036082,1,3229.619699,2767.905522,7.612764215,4445.16231,9.511786441,10.62451128,2.132774229,11.7985528,162.3592,89.790927,14.18021513
6.357,37.65053893,4.43,33,14.31496527,3.879920233,4447.658564,4222.138046,5.473846219,1,3210.233862,2754.253088,7.62643794,4411.488302,9.499838027,10.62451128,2.114894115,11.57402559,162.3592,89.790927,14.18021513
7.658,36.33593084,4.32,32,13.75975075,3.364761402,4096.184685,3906.867466,5.262524845,1,3076.964243,2640.692773,7.362076388,4230.598079,9.481155151,10.29963865,1.981133419,11.46034317,159.4476,86.697341,13.67423207
8.097,36.80855353,4.43,33,14.41693328,3.839103051,4287.847941,3986.170904,5.43930154,1,3159.900779,2720.37813,7.612076388,4321.281893,9.489661767,10.65319204,2.092936818,11.46176054,162.3592,89.790927,14.17423207
4.991,13.84867076,2.78,17,3.788330308,1.638933068,2876.873472,2339.827932,2.487607605,1,1793.370936,1488.742284,3.814698104,2641.064081,10.1998188,5.176713305,0.91799234,10.50473492,87.4849,43.265102,6.674813284
7.699,33.46966298,4.21,30,14.20242985,3.595015968,4437.270216,4203.914905,5.028081363,0,3065.325266,2595.272854,6.973083623,4320.16247,9.781919776,9.500066572,1.986947457,11.91634865,148.7216,79.708169,12.58437229
6,36.20720877,4.1,30,12.2302294,3.281408906,4605.918862,4366.617749,4.648321454,1,3144.056624,2652.093795,6.62745104,4454.305024,9.770194189,9.138576599,1.699757466,11.92941136,151.0194,77.842997,12.25300568
7.097,31.85543487,3.99,29,12.75055129,3.303659931,4298.707371,4065.207192,4.69363623,0,2967.269386,2508.668085,6.609914246,4191.551609,9.768030887,9.072428864,1.726397433,11.86716097,147.8237,77.416583,12.22361818
6.1,16.14731337,2.45,13,5.736912337,1.019883744,1379.485352,1015.692523,1.527477028,1,1079.271955,940.8712392,2.397909468,1439.301126,9.152999538,3.527735657,0.51211623,9.648228461,69.8134,32.80893,4.968864135
5.161,14.21987369,3.22,20,10.59477701,1.446636988,1991.171028,1864.56506,2.0708612,1,1655.913569,1502.986819,3.351926009,2080.912055,0,6.795169447,0.727861281,9.844313748,104.7838,58.270204,8.626149104
5.022,12.29508732,3,19,9.808003834,1.470356506,1931.779605,1808.856378,2.100001531,2,1610.73732,1463.911265,3.402453047,2022.682272,0,6.850679316,0.743770377,9.508072502,101.1905,58.276997,8.672572283
5.174,22.23376733,3.66,24,12.87869862,2.259977643,2838.580713,2558.668261,3.159568341,1,2151.732489,1896.396321,4.765338565,2843.106941,0,8.267224392,1.235100198,10.24599936,121.5808,67.977376,10.33325589
5.237,14.21987369,3.22,20,10.68435932,1.644789773,1961.680987,1836.563761,2.31562573,1,1632.94021,1483.874085,3.741901004,2051.330474,0,7.114550673,0.851168586,9.555526495,103.3838,59.60379,8.922572283
5.387,22.08968101,3.66,24,12.8720718,2.275039114,2832.206582,2549.712839,3.161347794,1,2149.312571,1894.650699,4.765338565,2838.925938,0,8.267224392,1.23238697,10.3555757,121.5808,67.977376,10.33325589
5.745,14.21987369,3.22,20,10.68744954,1.658961518,1958.88721,1832.738966,2.317405183,1,1631.799258,1483.048237,3.741901004,2049.434223,0,7.114550673,0.850372452,9.555350912,103.3838,59.60379,8.922572283
5.678,22.59341487,3.66,24,12.85444119,2.290219864,2850.437076,2574.003262,3.172509299,1,2156.269955,1899.640663,4.669459891,2851.008202,0,8.255896708,1.292784,10.32449855,121.9794,67.977376,10.33325589
5.081,19.3039567,3.55,23,11.73684614,1.945372061,2318.101963,2094.655391,2.797195207,1,1908.65288,1712.58392,4.366927796,2419.770357,0,7.178954932,0.969673674,9.595606652,118.8517,63.550204,9.623860447
5.721,19.3039567,3.55,23,11.69054509,1.937576319,2326.063178,2104.846068,2.796152828,1,1911.922781,1714.936855,4.276712964,2425.21718,0,7.167627248,1.00225301,9.715647605,119.2653,63.550204,9.623860447
5.347,19.3039567,3.55,23,11.6936353,1.951748064,2323.268893,2101.020442,2.797932281,1,1910.781713,1714.110955,4.276712964,2423.320675,0,7.167627248,1.001456876,9.71564426,119.2503,63.550204,9.623860447
5.009,19.3039567,3.55,23,11.66013414,1.73304753,2350.987225,2127.369331,2.550651224,1,1932.991479,1732.681562,3.976952801,2451.640589,0,6.859573707,0.847674686,9.884391697,120.2517,62.216618,9.327437268
4.921,19.3039567,3.55,23,11.66322435,1.747219276,2348.192405,2123.542829,2.552430677,1,1931.85029,1731.855607,3.976952801,2449.743816,0,6.859573707,0.846763104,9.884390528,120.2517,62.216618,9.327437268
5.678,14.21987369,3.22,20,10.64114848,1.651165776,1966.846861,1842.927009,2.316362804,1,1635.068803,1485.401012,3.651686172,2054.880264,0,7.103222988,0.882951788,9.675566673,103.7824,59.60379,8.922572283
5,23.5577083,3.44,25,10.95889164,2.93283136,5221.265558,5137.279383,4.175601633,3,3002.985751,2458.947574,5.492817251,4535.710863,0,8.863247161,1.851843535,12.42583613,126.3865,65.723032,10.38638583
7.987,37.22763617,4.1,29,11.9196139,3.168080681,4795.122296,4487.324034,4.803871923,0,3024.723234,2549.291419,6.603205908,4261.930632,9.808115994,8.78256568,1.947240977,12.97373214,143.9621,76.018583,12.00458276
8.076,37.22763617,3.99,28,10.6596742,3.088441203,4628.929456,4308.890289,4.685260217,0,2942.7553,2477.799302,6.379622023,4146.354758,10.00395473,8.600938164,1.871183356,12.93443511,138.9241,72.924997,11.61581713
7.79,35.65469041,4.1,28,13.27367005,3.042888051,4446.77825,4157.113702,4.647134007,0,2842.784297,2396.828625,6.26456961,3982.315388,0,8.380108544,1.815591262,12.88463795,135.8409,71.211204,11.44690216
7.983,37.22763617,3.99,28,12.11777432,3.07440087,4561.291999,4241.134363,4.670411288,0,2901.864119,2442.05922,6.358085253,4086.818804,9.753197355,8.560957165,1.859249191,12.89934127,137.4464,72.013204,11.58119256
7.854,37.18291375,3.99,28,12.06012506,3.072708561,4581.746106,4304.374775,4.70142055,0,2911.051136,2448.117562,6.336934826,4100.557471,10.07650897,8.564411489,1.855233066,12.91404442,137.4464,72.013204,11.58119256
6.9,37.22763617,3.99,28,13.53704947,3.06196661,4511.529926,4196.047053,4.658869767,0,2866.104481,2409.823038,6.335002212,4037.316376,0,8.520976165,1.848436093,12.88179439,135.9687,71.101411,11.546568
8.187,37.378415,4.1,29,12.77684015,3.54874252,4752.01323,4319.2351,4.847187983,0,2984.538475,2521.558163,6.608085253,4177.007337,9.767086244,8.914510556,1.971052589,12.90075851,140.358,75.10679,12.08119256
8.254,36.87193226,3.99,28,12.12658894,3.07440087,4553.767437,4227.103254,4.670411288,0,2899.587459,2440.489788,6.358085253,4082.413472,9.788616948,8.560957165,1.858576692,12.85862084,137.4464,72.013204,11.58119256
7.337,17.37669114,2.56,15,3.961787237,1.34116877,1930.146027,1563.240692,2.080854981,0,1411.201425,1183.750258,3.064576619,2034.570201,9.831212837,4.373985445,0.777497141,9.62207362,81.5245,38.411516,5.911525799
7.367,18.14990689,2.56,16,3.032125616,1.538385594,2464.543235,2188.374682,2.348253212,1,1639.649024,1354.893433,3.360347405,2416.694498,10.06736227,4.683823873,0.872949823,10.13614843,86.5983,40.973516,6.358552924
5.469,22.95971023,3.55,22,7.58870907,4.248993167,4535.165268,3862.018449,5.358702213,0,2591.64087,2098.45397,6.739879924,4015.342607,11.36209677,7.801067803,2.839238626,12.99456211,105.5087,58.462618,9.277545444
6.174,21.73710427,3.88,25,10.89562273,4.146580748,4175.946268,3511.917971,5.401917183,2,2583.86527,2146.094045,6.868941161,3844.021595,10.89239416,8.31909029,2.733419641,12.81320294,118.5475,66.040997,10.3984535
7.051,15.77039222,3.33,19,7.635266533,3.639127581,3405.282459,2736.774081,4.676494546,0,2039.100555,1672.13683,5.726201277,3121.756572,10.69862455,6.697449899,2.450701203,12.72524044,88.3278,51.047032,8.015292917
7.032,16.75447347,3.44,20,8.186103003,3.723013882,3639.713819,3073.960348,4.656841826,1,2164.899301,1778.618571,5.603888774,3302.36452,10.74549955,6.836695788,2.452575448,13.12399011,92.8791,52.807032,8.124682717
4.301,16.85370028,2.67,16,4.936730036,2.126116716,2363.348177,1913.618694,3.01368362,2,1764.83545,1521.643694,4.030587576,2401.251447,9.491737561,5.67264372,1.300838081,11.32776683,89.1201,43.234309,7.424545136
6.398,23.39131435,3.22,21,8.302890775,5.088154621,4777.938435,4064.929644,6.542349631,1,2818.250966,2237.309474,7.888091109,4496.613859,11.70341254,8.931175348,3.706036906,12.62664754,102.3968,59.867411,9.832363864
4.959,22.9681649,3.22,19,7.088033074,4.29087556,3600.790375,2804.693419,5.521938762,0,2208.402169,1775.780193,6.733286617,3431.872639,10.01887595,7.556380097,3.060007851,11.47179314,87.8172,51.849032,8.474225896
8.959,40.27306483,4.1,30,10.51515863,4.123994685,5608.890976,5129.633198,5.485346816,0,3351.119972,2775.463039,7.295211905,4870.975785,10.12944722,9.669304184,2.477975809,12.64925369,146.1804,78.580583,12.79966047
8.921,40.02293627,3.99,29,9.860300054,3.649653036,5418.432941,5051.899196,5.30857012,0,3268.511706,2696.017463,7.045211905,4780.892429,10.11387629,9.315750793,2.36617241,12.64854493,143.2688,75.486997,12.29966047
